orth,phon,syllables
holidays,"['HH', 'AA1', 'L', 'AH0', 'D', 'EY2', 'Z']",3
holler,"['HH', 'AA1', 'L', 'ER0']",2
hollers,"['HH', 'AA1', 'L', 'ER0', 'Z']",2
homeland,"['HH', 'OW1', 'M', 'L', 'AE2', 'N', 'D']",2
homely,"['HH', 'OW1', 'M', 'L', 'IY0']",2
homesick,"['HH', 'OW1', 'M', 'S', 'IH2', 'K']",2
honest,"['AA1', 'N', 'AH0', 'S', 'T']",2
honestly,"['AA1', 'N', 'AH0', 'S', 'T', 'L', 'IY0']",3
honorary,"['AA1', 'N', 'ER0', 'EH2', 'R', 'IY0']",4
hoof,"['HH', 'UW1', 'F']",1
hooked,"['HH', 'UH1', 'K', 'T']",1
hooks,"['HH', 'UH1', 'K', 'S']",1
hoop,"['HH', 'UW1', 'P']",1
hoos,"['HH', 'UW1', 'Z']",1
hooted,"['HH', 'UW1', 'T', 'IH0', 'D']",2
hooves,"['HH', 'UH1', 'V', 'Z']",1
hopping,"['HH', 'AA1', 'P', 'IH0', 'NG']",2
horace,"['HH', 'AO1', 'R', 'AH0', 'S']",2
horizon,"['HH', 'ER0', 'AY1', 'Z', 'AH0', 'N']",3
horrible,"['HH', 'AO1', 'R', 'AH0', 'B', 'AH0', 'L']",3
horror,"['HH', 'AO1', 'R', 'ER0']",2
hovered,"['HH', 'AH1', 'V', 'ER0', 'D']",2
hubcaps,"['HH', 'AH1', 'B', 'K', 'AE2', 'P', 'S']",2
hudson,"['HH', 'AH1', 'D', 'S', 'AH0', 'N']",2
hugging,"['HH', 'AH1', 'G', 'IH0', 'NG']",2
human,"['HH', 'Y', 'UW1', 'M', 'AH0', 'N']",2
humorous,"['HH', 'Y', 'UW1', 'M', 'ER0', 'AH0', 'S']",3
humpback,"['HH', 'AH1', 'M', 'P', 'B', 'AE2', 'K']",2
hums,"['HH', 'AH1', 'M', 'Z']",1
hunched,"['HH', 'AH1', 'N', 'CH', 'T']",1
hurrah,"['HH', 'UH0', 'R', 'AA1']",2
hurries,"['HH', 'ER1', 'IY0', 'Z']",2
husky,"['HH', 'AH1', 'S', 'K', 'IY0']",2
hydrant,"['HH', 'AY1', 'D', 'R', 'AH0', 'N', 'T']",2
iceberg,"['AY1', 'S', 'B', 'ER0', 'G']",2
icicle,"['AY1', 'S', 'IH0', 'K', 'AH0', 'L']",3
ideal,"['AY0', 'D', 'IY1', 'L']",2
ifs,"['IH1', 'F', 'S']",1
ignoring,"['IH0', 'G', 'N', 'AO1', 'R', 'IH0', 'NG']",3
imagined,"['IH0', 'M', 'AE1', 'JH', 'AH0', 'N', 'D']",3
implies,"['IH0', 'M', 'P', 'L', 'AY1', 'Z']",2
implored,"['IH0', 'M', 'P', 'L', 'AO1', 'R', 'D']",2
impress,"['IH0', 'M', 'P', 'R', 'EH1', 'S']",2
improved,"['IH0', 'M', 'P', 'R', 'UW1', 'V', 'D']",2
impulse,"['IH1', 'M', 'P', 'AH0', 'L', 'S']",2
incident,"['IH1', 'N', 'S', 'AH0', 'D', 'AH0', 'N', 'T']",3
indicate,"['IH1', 'N', 'D', 'AH0', 'K', 'EY2', 'T']",3
infant,"['IH1', 'N', 'F', 'AH0', 'N', 'T']",2
inform,"['IH0', 'N', 'F', 'AO1', 'R', 'M']",2
informed,"['IH0', 'N', 'F', 'AO1', 'R', 'M', 'D']",2
insects,"['IH1', 'N', 'S', 'EH2', 'K', 'T', 'S']",2
insides,"['IH0', 'N', 'S', 'AY1', 'D', 'Z']",2
inspire,"['IH0', 'N', 'S', 'P', 'AY1', 'R']",2
insulted,"['IH0', 'N', 'S', 'AH1', 'L', 'T', 'IH0', 'D']",3
intended,"['IH0', 'N', 'T', 'EH1', 'N', 'D', 'AH0', 'D']",3
invading,"['IH0', 'N', 'V', 'EY1', 'D', 'IH0', 'NG']",3
invites,"['IH0', 'N', 'V', 'AY1', 'T', 'S']",2
inviting,"['IH0', 'N', 'V', 'AY1', 'T', 'IH0', 'NG']",3
ironed,"['AY1', 'ER0', 'N', 'D']",2
ironing,"['AY1', 'ER0', 'N', 'IH0', 'NG']",3
isle,"['AY1', 'L']",1
italy,"['IH1', 'T', 'AH0', 'L', 'IY0']",3
itty,"['IH1', 'T', 'IY0']",2
ivory,"['AY1', 'V', 'ER0', 'IY0']",3
jabbed,"['JH', 'AE1', 'B', 'D']",1
jacked,"['JH', 'AE1', 'K', 'T']",1
jacky,"['JH', 'AE1', 'K', 'IY0']",2
jags,"['JH', 'AE1', 'G', 'Z']",1
jail,"['JH', 'EY1', 'L']",1
jamming,"['JH', 'AE1', 'M', 'IH0', 'NG']",2
jams,"['JH', 'AE1', 'M', 'Z']",1
january,"['JH', 'AE1', 'N', 'Y', 'UW0', 'EH2', 'R', 'IY0']",4
jaunty,"['JH', 'AO1', 'N', 'T', 'IY0']",2
jaw,"['JH', 'AO1']",1
jays,"['JH', 'EY1', 'Z']",1
jazzed,"['JH', 'AE1', 'Z', 'D']",1
jeans,"['JH', 'IY1', 'N', 'Z']",1
jed,"['JH', 'EH1', 'D']",1
jell,"['JH', 'EH1', 'L']",1
jen,"['JH', 'EH1', 'N']",1
jerked,"['JH', 'ER1', 'K', 'T']",1
jewel,"['JH', 'UW1', 'AH0', 'L']",2
jews,"['JH', 'UW1', 'Z']",1
jogged,"['JH', 'AA1', 'G', 'D']",1
johns,"['JH', 'AA1', 'N', 'Z']",1
joining,"['JH', 'OY1', 'N', 'IH0', 'NG']",2
joins,"['JH', 'OY1', 'N', 'Z']",1
joked,"['JH', 'OW1', 'K', 'T']",1
jonathan,"['JH', 'AA1', 'N', 'AH0', 'TH', 'AH0', 'N']",3
jordans,"['JH', 'AO1', 'R', 'D', 'AH0', 'N', 'Z']",2
joyner,"['JH', 'OY1', 'N', 'ER0']",2
joyous,"['JH', 'OY1', 'AH0', 'S']",2
juicy,"['JH', 'UW1', 'S', 'IY0']",2
julius,"['JH', 'UW1', 'L', 'Y', 'AH0', 'S']",2
jumble,"['JH', 'AH1', 'M', 'B', 'AH0', 'L']",2
jumpy,"['JH', 'AH1', 'M', 'P', 'IY0']",2
jurassic,"['JH', 'UH0', 'R', 'AE1', 'S', 'IH0', 'K']",3
jut,"['JH', 'AH1', 'T']",1
keller,"['K', 'EH1', 'L', 'ER0']",2
kernel,"['K', 'ER1', 'N', 'AH0', 'L']",2
kerosene,"['K', 'EH1', 'R', 'AH0', 'S', 'IY2', 'N']",3
keys,"['K', 'IY1', 'Z']",1
kicking,"['K', 'IH1', 'K', 'IH0', 'NG']",2
kicks,"['K', 'IH1', 'K', 'S']",1
kidnap,"['K', 'IH1', 'D', 'N', 'AE2', 'P']",2
kimonos,"['K', 'AH0', 'M', 'OW1', 'N', 'AH0', 'Z']",3
kingly,"['K', 'IH1', 'NG', 'L', 'IY0']",2
kirk,"['K', 'ER1', 'K']",1
klang,"['K', 'L', 'AE1', 'NG']",1
knack,"['N', 'AE1', 'K']",1
knead,"['N', 'IY1', 'D']",1
kneading,"['N', 'IY1', 'D', 'IH0', 'NG']",2
kneeling,"['N', 'IY1', 'L', 'IH0', 'NG']",2
knelt,"['N', 'EH1', 'L', 'T']",1
knickers,"['N', 'IH1', 'K', 'ER0', 'Z']",2
knobby,"['N', 'AA1', 'B', 'IY0']",2
knobs,"['N', 'AA1', 'B', 'Z']",1
knocking,"['N', 'AA1', 'K', 'IH0', 'NG']",2
knot,"['N', 'AA1', 'T']",1
knots,"['N', 'AA1', 'T', 'S']",1
knotted,"['N', 'AA1', 'T', 'IH0', 'D']",2
knowed,"['N', 'OW1', 'D']",1
koff,"['K', 'AO1', 'F']",1
krause,"['K', 'R', 'AO1', 'S']",1
kulich,"['K', 'Y', 'UW1', 'L', 'IH0', 'K']",2
labeled,"['L', 'EY1', 'B', 'AH0', 'L', 'D']",2
laces,"['L', 'EY1', 'S', 'AH0', 'Z']",2
lack,"['L', 'AE1', 'K']",1
ladders,"['L', 'AE1', 'D', 'ER0', 'Z']",2
laden,"['L', 'EY1', 'D', 'AH0', 'N']",2
lag,"['L', 'AE1', 'G']",1
lagoon,"['L', 'AH0', 'G', 'UW1', 'N']",2
lags,"['L', 'AE1', 'G', 'Z']",1
lame,"['L', 'EY1', 'M']",1
lamppost,"['L', 'AE1', 'M', 'P', 'P', 'OW2', 'S', 'T']",2
lanterns,"['L', 'AE1', 'N', 'T', 'ER0', 'N', 'Z']",2
larder,"['L', 'AA1', 'R', 'D', 'ER0']",2
larry,"['L', 'EH1', 'R', 'IY0']",2
lashes,"['L', 'AE1', 'SH', 'IH0', 'Z']",2
lasted,"['L', 'AE1', 'S', 'T', 'AH0', 'D']",2
lastly,"['L', 'AE1', 'S', 'T', 'L', 'IY0']",2
latched,"['L', 'AE1', 'CH', 'T']",1
latest,"['L', 'EY1', 'T', 'AH0', 'S', 'T']",2
latex,"['L', 'EY1', 'T', 'EH2', 'K', 'S']",2
latina,"['L', 'AA0', 'T', 'IY1', 'N', 'AH0']",3
laughs,"['L', 'AE1', 'F', 'S']",1
launched,"['L', 'AO1', 'N', 'CH', 'T']",1
law,"['L', 'AO1']",1
laying,"['L', 'EY1', 'IH0', 'NG']",2
lays,"['L', 'EY1', 'Z']",1
lea,"['L', 'IY1']",1
leaders,"['L', 'IY1', 'D', 'ER0', 'Z']",2
leak,"['L', 'IY1', 'K']",1
leaking,"['L', 'IY1', 'K', 'IH0', 'NG']",2
leaky,"['L', 'IY1', 'K', 'IY0']",2
leaps,"['L', 'IY1', 'P', 'S']",1
learns,"['L', 'ER1', 'N', 'Z']",1
learnt,"['L', 'ER1', 'N', 'T']",1
leash,"['L', 'IY1', 'SH']",1
leasing,"['L', 'IY1', 'S', 'IH0', 'NG']",2
ledge,"['L', 'EH1', 'JH']",1
leftover,"['L', 'EH1', 'F', 'T', 'OW2', 'V', 'ER0']",3
legacy,"['L', 'EH1', 'G', 'AH0', 'S', 'IY0']",3
legged,"['L', 'EH1', 'G', 'AH0', 'D']",2
lemonade,"['L', 'EH1', 'M', 'AH0', 'N', 'EY1', 'D']",3
lending,"['L', 'EH1', 'N', 'D', 'IH0', 'NG']",2
lent,"['L', 'EH1', 'N', 'T']",1
leopards,"['L', 'EH1', 'P', 'ER0', 'D', 'Z']",2
leos,"['L', 'IY1', 'OW0', 'Z']",2
letting,"['L', 'EH1', 'T', 'IH0', 'NG']",2
level,"['L', 'EH1', 'V', 'AH0', 'L']",2
lever,"['L', 'EH1', 'V', 'ER0']",2
levers,"['L', 'EH1', 'V', 'ER0', 'Z']",2
lewd,"['L', 'UW1', 'D']",1
ley,"['L', 'EY1']",1
liberty,"['L', 'IH1', 'B', 'ER0', 'T', 'IY0']",3
libyan,"['L', 'IH1', 'B', 'IY0', 'AH0', 'N']",3
licorice,"['L', 'IH1', 'K', 'ER0', 'IH0', 'SH']",3
lied,"['L', 'AY1', 'D']",1
lifeboat,"['L', 'AY1', 'F', 'B', 'OW2', 'T']",2
lifes,"['L', 'AY1', 'F', 'S']",1
lifts,"['L', 'IH1', 'F', 'T', 'S']",1
limber,"['L', 'IH1', 'M', 'B', 'ER0']",2
lime,"['L', 'AY1', 'M']",1
limit,"['L', 'IH1', 'M', 'AH0', 'T']",2
limited,"['L', 'IH1', 'M', 'AH0', 'T', 'AH0', 'D']",3
limo,"['L', 'IH1', 'M', 'OW0']",2
limp,"['L', 'IH1', 'M', 'P']",1
lin,"['L', 'IH1', 'N']",1
liner,"['L', 'AY1', 'N', 'ER0']",2
lineup,"['L', 'AY1', 'N', 'AH2', 'P']",2
linnet,"['L', 'IH1', 'N', 'IH0', 'T']",2
lists,"['L', 'IH1', 'S', 'T', 'S']",1
lite,"['L', 'AY1', 'T']",1
litle,"['L', 'AY1', 'T', 'AH0', 'L']",2
littler,"['L', 'IH1', 'T', 'AH0', 'L', 'ER0']",3
lizzie,"['L', 'IH1', 'Z', 'IY0']",2
loading,"['L', 'OW1', 'D', 'IH0', 'NG']",2
loan,"['L', 'OW1', 'N']",1
lobsters,"['L', 'AA1', 'B', 'S', 'T', 'ER0', 'Z']",2
local,"['L', 'OW1', 'K', 'AH0', 'L']",2
loco,"['L', 'OW1', 'K', 'OW0']",2
lola,"['L', 'OW1', 'L', 'AH0']",2
lone,"['L', 'OW1', 'N']",1
looped,"['L', 'UW1', 'P', 'T']",1
loopy,"['L', 'UW1', 'P', 'IY0']",2
loosely,"['L', 'UW1', 'S', 'L', 'IY0']",2
lopp,"['L', 'AA1', 'P']",1
lopsided,"['L', 'AA1', 'P', 'S', 'AY1', 'D', 'IH0', 'D']",3
loser,"['L', 'UW1', 'Z', 'ER0']",2
losing,"['L', 'UW1', 'Z', 'IH0', 'NG']",2
loss,"['L', 'AO1', 'S']",1
lotus,"['L', 'OW1', 'T', 'AH0', 'S']",2
louis,"['L', 'UW1', 'IH0', 'S']",2
lowered,"['L', 'OW1', 'ER0', 'D']",2
lowering,"['L', 'OW1', 'ER0', 'IH0', 'NG']",3
lowry,"['L', 'AW1', 'R', 'IY0']",2
lucifer,"['L', 'UW1', 'S', 'AH0', 'F', 'ER0']",3
luggage,"['L', 'AH1', 'G', 'AH0', 'JH']",2
lungs,"['L', 'AH1', 'NG', 'Z']",1
lurches,"['L', 'ER1', 'CH', 'IH0', 'Z']",2
lurks,"['L', 'ER1', 'K', 'S']",1
luscious,"['L', 'AH1', 'SH', 'IH0', 'S']",2
maam,"['M', 'AH1', 'M']",1
madam,"['M', 'AE1', 'D', 'AH0', 'M']",2
magenta,"['M', 'AH0', 'JH', 'EH1', 'N', 'T', 'AH0']",3
mailing,"['M', 'EY1', 'L', 'IH0', 'NG']",2
mailman,"['M', 'EY1', 'L', 'M', 'AE2', 'N']",2
maintain,"['M', 'EY0', 'N', 'T', 'EY1', 'N']",2
majestic,"['M', 'AH0', 'JH', 'EH1', 'S', 'T', 'IH0', 'K']",3
major,"['M', 'EY1', 'JH', 'ER0']",2
majority,"['M', 'AH0', 'JH', 'AO1', 'R', 'AH0', 'T', 'IY0']",4
maker,"['M', 'EY1', 'K', 'ER0']",2
makers,"['M', 'EY1', 'K', 'ER0', 'Z']",2
malted,"['M', 'AO1', 'L', 'T', 'AH0', 'D']",2
mam,"['M', 'AA1', 'M']",1
mammal,"['M', 'AE1', 'M', 'AH0', 'L']",2
managers,"['M', 'AE1', 'N', 'AH0', 'JH', 'ER0', 'Z']",3
mango,"['M', 'AE1', 'NG', 'G', 'OW0']",2
manicure,"['M', 'AE1', 'N', 'IH0', 'K', 'Y', 'ER0']",3
mansion,"['M', 'AE1', 'N', 'SH', 'AH0', 'N']",2
marabou,"['M', 'EH1', 'R', 'AH0', 'B', 'UW2']",3
marble,"['M', 'AA1', 'R', 'B', 'AH0', 'L']",2
margery,"['M', 'AA1', 'R', 'JH', 'ER0', 'IY0']",3
margo,"['M', 'AA1', 'R', 'G', 'OW0']",2
maria,"['M', 'ER0', 'IY1', 'AH0']",3
marie,"['M', 'ER0', 'IY1']",2
marigold,"['M', 'EH1', 'R', 'AH0', 'G', 'OW2', 'L', 'D']",3
mario,"['M', 'AA1', 'R', 'IY0', 'OW0']",3
marker,"['M', 'AA1', 'R', 'K', 'ER0']",2
markers,"['M', 'AA1', 'R', 'K', 'ER0', 'Z']",2
marriage,"['M', 'EH1', 'R', 'IH0', 'JH']",2
marshes,"['M', 'AA1', 'R', 'SH', 'AH0', 'Z']",2
marshy,"['M', 'AA1', 'R', 'SH', 'IY0']",2
martins,"['M', 'AA1', 'R', 'T', 'IH0', 'N', 'Z']",2
mascot,"['M', 'AE1', 'S', 'K', 'AH0', 'T']",2
masks,"['M', 'AE1', 'S', 'K', 'S']",1
massaged,"['M', 'AH0', 'S', 'AA1', 'ZH', 'D']",2
matey,"['M', 'EY1', 'T', 'IY0']",2
mats,"['M', 'AE1', 'T', 'S']",1
matters,"['M', 'AE1', 'T', 'ER0', 'Z']",2
mauled,"['M', 'AO1', 'L', 'D']",1
mcgee,"['M', 'AH0', 'G', 'IY1']",2
mcghee,"['M', 'AH0', 'G', 'IY1']",2
mcguinn,"['M', 'AH0', 'G', 'IH1', 'N']",2
mckay,"['M', 'AH0', 'K', 'EY1']",2
mealtime,"['M', 'IY1', 'L', 'T', 'AY2', 'M']",2
meaning,"['M', 'IY1', 'N', 'IH0', 'NG']",2
meantime,"['M', 'IY1', 'N', 'T', 'AY2', 'M']",2
mechanic,"['M', 'AH0', 'K', 'AE1', 'N', 'IH0', 'K']",3
medals,"['M', 'EH1', 'D', 'AH0', 'L', 'Z']",2
meddling,"['M', 'EH1', 'D', 'AH0', 'L', 'IH0', 'NG']",3
media,"['M', 'IY1', 'D', 'IY0', 'AH0']",3
meek,"['M', 'IY1', 'K']",1
meg,"['M', 'EH1', 'G']",1
melts,"['M', 'EH1', 'L', 'T', 'S']",1
memento,"['M', 'IH0', 'M', 'EH1', 'N', 'T', 'OW0']",3
mending,"['M', 'EH1', 'N', 'D', 'IH0', 'NG']",2
mens,"['M', 'EH1', 'N', 'Z']",1
mental,"['M', 'EH1', 'N', 'T', 'AH0', 'L']",2
menu,"['M', 'EH1', 'N', 'Y', 'UW0']",2
merchant,"['M', 'ER1', 'CH', 'AH0', 'N', 'T']",2
message,"['M', 'EH1', 'S', 'AH0', 'JH']",2
messes,"['M', 'EH1', 'S', 'IH0', 'Z']",2
meters,"['M', 'IY1', 'T', 'ER0', 'Z']",2
methods,"['M', 'EH1', 'TH', 'AH0', 'D', 'Z']",2
mexico,"['M', 'EH1', 'K', 'S', 'AH0', 'K', 'OW2']",3
michigan,"['M', 'IH1', 'SH', 'IH0', 'G', 'AH0', 'N']",3
mickle,"['M', 'IH1', 'K', 'AH0', 'L']",2
midair,"['M', 'IH1', 'D', 'EH1', 'R']",2
midget,"['M', 'IH1', 'JH', 'AH0', 'T']",2
midway,"['M', 'IH1', 'D', 'W', 'EY2']",2
mikado,"['M', 'IH0', 'K', 'AA1', 'D', 'OW0']",3
military,"['M', 'IH1', 'L', 'AH0', 'T', 'EH2', 'R', 'IY0']",4
milky,"['M', 'IH1', 'L', 'K', 'IY0']",2
milo,"['M', 'AY1', 'L', 'OW0']",2
mingled,"['M', 'IH1', 'NG', 'G', 'AH0', 'L', 'D']",2
minus,"['M', 'AY1', 'N', 'AH0', 'S']",2
mir,"['M', 'IH1', 'R']",1
miracle,"['M', 'IH1', 'R', 'AH0', 'K', 'AH0', 'L']",3
mistaken,"['M', 'IH0', 'S', 'T', 'EY1', 'K', 'AH0', 'N']",3
mistakes,"['M', 'IH0', 'S', 'T', 'EY1', 'K', 'S']",2
mitchell,"['M', 'IH1', 'CH', 'AH0', 'L']",2
mite,"['M', 'AY1', 'T']",1
mitten,"['M', 'IH1', 'T', 'AH0', 'N']",2
moaned,"['M', 'OW1', 'N', 'D']",1
moans,"['M', 'OW1', 'N', 'Z']",1
moat,"['M', 'OW1', 'T']",1
mocha,"['M', 'OW1', 'K', 'AH0']",2
modestly,"['M', 'AA1', 'D', 'AH0', 'S', 'T', 'L', 'IY0']",3
moist,"['M', 'OY1', 'S', 'T']",1
moisture,"['M', 'OY1', 'S', 'CH', 'ER0']",2
mojave,"['M', 'OW0', 'HH', 'AA1', 'V', 'IY0']",3
molasses,"['M', 'AH0', 'L', 'AE1', 'S', 'AH0', 'Z']",3
mold,"['M', 'OW1', 'L', 'D']",1
moldy,"['M', 'OW1', 'L', 'D', 'IY0']",2
molly,"['M', 'AA1', 'L', 'IY0']",2
molt,"['M', 'OW1', 'L', 'T']",1
mona,"['M', 'OW1', 'N', 'AH0']",2
mondays,"['M', 'AH1', 'N', 'D', 'IY0', 'Z']",2
monopoly,"['M', 'AH0', 'N', 'AA1', 'P', 'AH0', 'L', 'IY0']",4
monorail,"['M', 'AA1', 'N', 'ER0', 'EY2', 'L']",3
monsters,"['M', 'AA1', 'N', 'S', 'T', 'ER0', 'Z']",2
moons,"['M', 'UW1', 'N', 'Z']",1
moor,"['M', 'UH1', 'R']",1
mordecai,"['M', 'AO1', 'R', 'D', 'AH0', 'K', 'AY2']",3
mores,"['M', 'AO1', 'R', 'EY2', 'Z']",2
morgan,"['M', 'AO1', 'R', 'G', 'AH0', 'N']",2
morsel,"['M', 'AO1', 'R', 'S', 'AH0', 'L']",2
moss,"['M', 'AO1', 'S']",1
moths,"['M', 'AO1', 'TH', 'S']",1
mound,"['M', 'AW1', 'N', 'D']",1
mounds,"['M', 'AW1', 'N', 'D', 'Z']",1
mount,"['M', 'AW1', 'N', 'T']",1
mourn,"['M', 'AO1', 'R', 'N']",1
movable,"['M', 'UW1', 'V', 'AH0', 'B', 'AH0', 'L']",3
movement,"['M', 'UW1', 'V', 'M', 'AH0', 'N', 'T']",2
mowed,"['M', 'OW1', 'D']",1
mph,"['EH1', 'M', 'P', 'IY1', 'EY1', 'CH']",3
muck,"['M', 'AH1', 'K']",1
muddled,"['M', 'AH1', 'D', 'AH0', 'L', 'D']",2
muenster,"['M', 'Y', 'UW1', 'N', 'S', 'T', 'ER0']",2
muffins,"['M', 'AH1', 'F', 'AH0', 'N', 'Z']",2
muffled,"['M', 'AH1', 'F', 'AH0', 'L', 'D']",2
multi,"['M', 'AH1', 'L', 'T', 'IY0']",2
mum,"['M', 'AH1', 'M']",1
mumble,"['M', 'AH1', 'M', 'B', 'AH0', 'L']",2
mumbling,"['M', 'AH1', 'M', 'B', 'AH0', 'L', 'IH0', 'NG']",3
mummy,"['M', 'AH1', 'M', 'IY0']",2
munched,"['M', 'AH1', 'N', 'CH', 'T']",1
mused,"['M', 'Y', 'UW1', 'Z', 'D']",1
museums,"['M', 'Y', 'UW0', 'Z', 'IY1', 'AH0', 'M', 'Z']",3
mushy,"['M', 'AH1', 'SH', 'IY0']",2
musty,"['M', 'AH1', 'S', 'T', 'IY0']",2
mutt,"['M', 'AH1', 'T']",1
mutters,"['M', 'AH1', 'T', 'ER0', 'Z']",2
mutton,"['M', 'AH1', 'T', 'AH0', 'N']",2
muzzles,"['M', 'AH1', 'Z', 'AH0', 'L', 'Z']",2
na,"['N', 'AA1']",1
nag,"['N', 'AE1', 'G']",1
nah,"['N', 'AA1']",1
nailing,"['N', 'EY1', 'L', 'IH0', 'NG']",2
namely,"['N', 'EY1', 'M', 'L', 'IY0']",2
naps,"['N', 'AE1', 'P', 'S']",1
nasa,"['N', 'AE1', 'S', 'AH0']",2
nathan,"['N', 'EY1', 'TH', 'AH0', 'N']",2
national,"['N', 'AE1', 'SH', 'AH0', 'N', 'AH0', 'L']",3
natural,"['N', 'AE1', 'CH', 'ER0', 'AH0', 'L']",3
navigate,"['N', 'AE1', 'V', 'AH0', 'G', 'EY2', 'T']",3
ne,"['N', 'IY1']",1
neared,"['N', 'IH1', 'R', 'D']",1
neary,"['N', 'IH1', 'R', 'IY0']",2
neatly,"['N', 'IY1', 'T', 'L', 'IY0']",2
nebraska,"['N', 'AH0', 'B', 'R', 'AE1', 'S', 'K', 'AH0']",3
neckties,"['N', 'EH1', 'K', 'T', 'AY2', 'Z']",2
needing,"['N', 'IY1', 'D', 'IH0', 'NG']",2
nellie,"['N', 'EH1', 'L', 'IY0']",2
nested,"['N', 'EH1', 'S', 'T', 'AH0', 'D']",2
nestled,"['N', 'EH1', 'S', 'AH0', 'L', 'D']",2
nests,"['N', 'EH1', 'S', 'T', 'S']",1
neutral,"['N', 'UW1', 'T', 'R', 'AH0', 'L']",2
newborn,"['N', 'UW1', 'B', 'AO0', 'R', 'N']",2
newly,"['N', 'UW1', 'L', 'IY0']",2
nibbled,"['N', 'IH1', 'B', 'AH0', 'L', 'D']",2
nibbles,"['N', 'IH1', 'B', 'AH0', 'L', 'Z']",2
niches,"['N', 'IH1', 'CH', 'IH0', 'Z']",2
nicholas,"['N', 'IH1', 'K', 'AH0', 'L', 'AH0', 'S']",3
nick,"['N', 'IH1', 'K']",1
nils,"['N', 'IH1', 'L', 'Z']",1
nineteen,"['N', 'AY1', 'N', 'T', 'IY1', 'N']",2
ning,"['N', 'IH1', 'NG']",1
nip,"['N', 'IH1', 'P']",1
nixie,"['N', 'IH1', 'K', 'S', 'IY0']",2
nobleman,"['N', 'OW1', 'B', 'AH0', 'L', 'M', 'AH0', 'N']",3
nod,"['N', 'AA1', 'D']",1
nome,"['N', 'OW1', 'M']",1
nonsense,"['N', 'AA1', 'N', 'S', 'EH0', 'N', 'S']",2
norwich,"['N', 'AO1', 'R', 'W', 'IH0', 'CH']",2
nostril,"['N', 'AA1', 'S', 'T', 'R', 'IH0', 'L']",2
notch,"['N', 'AA1', 'CH']",1
notebook,"['N', 'OW1', 'T', 'B', 'UH2', 'K']",2
noted,"['N', 'OW1', 'T', 'AH0', 'D']",2
notes,"['N', 'OW1', 'T', 'S']",1
nothings,"['N', 'AH1', 'TH', 'IH0', 'NG', 'Z']",2
nude,"['N', 'UW1', 'D']",1
numb,"['N', 'AH1', 'M']",1
oak,"['OW1', 'K']",1
obeyed,"['OW0', 'B', 'EY1', 'D']",2
object,"['AA1', 'B', 'JH', 'EH0', 'K', 'T']",2
objected,"['AH0', 'B', 'JH', 'EH1', 'K', 'T', 'AH0', 'D']",3
occur,"['AH0', 'K', 'ER1']",2
offended,"['AH0', 'F', 'EH1', 'N', 'D', 'AH0', 'D']",3
oflynn,"['OW0', 'F', 'L', 'IH1', 'N']",2
ointment,"['OY1', 'N', 'T', 'M', 'AH0', 'N', 'T']",2
okey,"['OW1', 'K', 'IY0']",2
olden,"['OW1', 'L', 'D', 'AH0', 'N']",2
olympics,"['OW0', 'L', 'IH1', 'M', 'P', 'IH0', 'K', 'S']",3
onion,"['AH1', 'N', 'Y', 'AH0', 'N']",2
onward,"['AO1', 'N', 'W', 'ER0', 'D']",2
oodles,"['UW1', 'D', 'AH0', 'L', 'Z']",2
oop,"['UW1', 'P']",1
oozing,"['UW1', 'Z', 'IH0', 'NG']",2
opal,"['OW1', 'P', 'AH0', 'L']",2
opener,"['OW1', 'P', 'AH0', 'N', 'ER0']",3
opera,"['AA1', 'P', 'R', 'AH0']",2
opposed,"['AH0', 'P', 'OW1', 'Z', 'D']",2
orchards,"['AO1', 'R', 'CH', 'ER0', 'D', 'Z']",2
orderly,"['AO1', 'R', 'D', 'ER0', 'L', 'IY0']",3
organ,"['AO1', 'R', 'G', 'AH0', 'N']",2
orleans,"['AO1', 'R', 'L', 'IY0', 'AH0', 'N', 'Z']",3
orphan,"['AO1', 'R', 'F', 'AH0', 'N']",2
oscars,"['AO1', 'S', 'K', 'ER0', 'Z']",2
oshea,"['OW0', 'SH', 'EY1']",2
otter,"['AA1', 'T', 'ER0']",2
outfits,"['AW1', 'T', 'F', 'IH2', 'T', 'S']",2
outgrow,"['AW2', 'T', 'G', 'R', 'OW1']",2
outgrown,"['AW2', 'T', 'G', 'R', 'OW1', 'N']",2
outlaws,"['AW1', 'T', 'L', 'AO2', 'Z']",2
outs,"['AW1', 'T', 'S']",1
outsmart,"['AW1', 'T', 'S', 'M', 'AA2', 'R', 'T']",2
outta,"['UW1', 'T', 'AH0']",2
oval,"['OW1', 'V', 'AH0', 'L']",2
overcame,"['OW1', 'V', 'ER0', 'K', 'EY1', 'M']",3
overcoat,"['OW1', 'V', 'ER0', 'K', 'OW2', 'T']",3
overdue,"['OW1', 'V', 'ER0', 'D', 'UW1']",3
overflow,"['OW1', 'V', 'ER0', 'F', 'L', 'OW2']",3
owe,['OW1'],1
owned,"['OW1', 'N', 'D']",1
owners,"['OW1', 'N', 'ER0', 'Z']",2
pace,"['P', 'EY1', 'S']",1
pacific,"['P', 'AH0', 'S', 'IH1', 'F', 'IH0', 'K']",3
packaged,"['P', 'AE1', 'K', 'IH0', 'JH', 'D']",2
packet,"['P', 'AE1', 'K', 'AH0', 'T']",2
packing,"['P', 'AE1', 'K', 'IH0', 'NG']",2
